SERIAL NO,SUBJECT,CHAPTER NAME,CLASS TEACHER,YEAR,MODE,FACULTY1,FACULTY2,BATCH,EXAM DATE,ALLOTED HOURS,COMPLETED HOURS,REMAINING HOURS NEEDED,CHAPTER STATUS,AVERAGE MARK OF BATCH,NUMBER OF A+,REMARKS1,REMARKS2,REMARKS3,FLAG1,FLAG2,FLAG3
164,CHEMISTRY,Thermodynamics and Chemical Energetics,ANANDALAKSHMI,2026,OFFLINE,CDV,,BATCH1,23-02-2025,9,8,1,COMPLETED,,,,,,,,
165,CHEMISTRY,Thermodynamics and Chemical Energetics,ANANDALAKSHMI,2026,OFFLINE,CDV,,BATCH1,23-02-2025,15,13,2,COMPLETED,,,,,,,,
166,MATHS,Three Dimensional Geometry,ANANDALAKSHMI,2026,OFFLINE,BBX,,BATCH1,23-02-2025,17,14,3,COMPLETED,,,,,,,,
167,MATHS,Three Dimensional Geometry,ANANDALAKSHMI,2026,OFFLINE,BBX,,BATCH1,23-02-2025,10,9,1,COMPLETED,,,,,,,,
168,MATHS,Trigonometry II,ANANDALAKSHMI,2026,OFFLINE,MBS,,BATCH1,23-02-2025,26,19,7,COMPLETED,,,,,,,,
169,MATHS,Trigonometry II,ANANDALAKSHMI,2026,OFFLINE,MBS,,BATCH1,23-02-2025,7,7,0,COMPLETED,,,,,,,,
170,MATHS,Trigonometry II,ANANDALAKSHMI,2026,OFFLINE,MBS,,BATCH1,23-02-2025,31,21,10,COMPLETED,,,,,,,,
171,MATHS,Vectors,ANANDALAKSHMI,2026,OFFLINE,PDI,,BATCH1,23-02-2025,15,13,2,COMPLETED,,,,,,,,
172,MATHS,Vectors,ANANDALAKSHMI,2026,OFFLINE,PDI,,BATCH1,23-02-2025,12,11,1,COMPLETED,,,,,,,,
173,PHYSICS,Waves,ANANDALAKSHMI,2026,OFFLINE,CAA,,BATCH1,23-02-2025,9,8,1,COMPLETED,,,,,,,,
174,PHYSICS,Waves,ANANDALAKSHMI,2026,OFFLINE,CAA,,BATCH1,23-02-2025,14,12,2,COMPLETED,,,,,,,,
175,PHYSICS,Waves,ANANDALAKSHMI,2026,OFFLINE,CAA,,BATCH1,23-02-2025,9,8,1,COMPLETED,,,,,,,,
176,PHYSICS,Work Energy & Power,ANANDALAKSHMI,2026,OFFLINE,ZCZ,,BATCH1,23-02-2025,9,8,1,COMPLETED,,,,,,,,
177,PHYSICS,Work Energy & Power,ANANDALAKSHMI,2026,OFFLINE,ZCZ,,BATCH1,23-02-2025,14,12,2,COMPLETED,,,,,,,,
178,CHEMISTRY,Aldehydes and Ketones,ANJU.K,2026,OFFLINE,ZAR,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
179,CHEMISTRY,Aldehydes and Ketones,ANJU.K,2026,OFFLINE,ZAR,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
180,ZOOLOGY,Animal Kingdom Non Chordata,ANJU.K,2026,OFFLINE,ZBA,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
181,ZOOLOGY,Animal Kingdom Non Chordata,ANJU.K,2026,OFFLINE,ZBA,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
182,MATHS,Applications of Differentiation,ANJU.K,2026,OFFLINE,MBN,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
183,MATHS,Applications of Differentiation,ANJU.K,2026,OFFLINE,MBN,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
184,PHYSICS,Atoms and Nuclei,ANJU.K,2026,OFFLINE,BCY,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
185,PHYSICS,Atoms and Nuclei,ANJU.K,2026,OFFLINE,BCY,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
186,ZOOLOGY,Biodiversity and Conservation,ANJU.K,2026,OFFLINE,CCG,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
187,ZOOLOGY,Biodiversity and Conservation,ANJU.K,2026,OFFLINE,CCG,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
188,CHEMISTRY,Biomolecules,ANJU.K,2026,OFFLINE,CBF,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
189,CHEMISTRY,Biomolecules,ANJU.K,2026,OFFLINE,CBF,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
190,CHEMISTRY,Biomolecules,ANJU.K,2026,OFFLINE,CBF,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
191,BOTANY,Biotechnology : Principles and processes,ANJU.K,2026,OFFLINE,ZBJ,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
192,BOTANY,Biotechnology : Principles and processes,ANJU.K,2026,OFFLINE,ZBJ,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
193,BOTANY,Biotechnology : Principles and processes,ANJU.K,2026,OFFLINE,ZBJ,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
194,BOTANY,Biotechnology and its Applications,ANJU.K,2026,OFFLINE,MDY,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
195,BOTANY,Biotechnology and its Applications,ANJU.K,2026,OFFLINE,MDY,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
196,ZOOLOGY,Body Fluids and Circulation,ANJU.K,2026,OFFLINE,PCB,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
197,ZOOLOGY,Body Fluids and Circulation,ANJU.K,2026,OFFLINE,PCB,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
198,ZOOLOGY,Breathing and Exchange of Gases,ANJU.K,2026,OFFLINE,ZBO,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
199,ZOOLOGY,Breathing and Exchange of Gases,ANJU.K,2026,OFFLINE,ZBO,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
200,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,ANJU.K,2026,OFFLINE,MDF,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
201,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,ANJU.K,2026,OFFLINE,MDF,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
202,BOTANY,Cell : The unit of life,ANJU.K,2026,OFFLINE,MAH,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
203,BOTANY,Cell : The unit of life,ANJU.K,2026,OFFLINE,MAH,,BATCH10,23-02-2025,29,21,8,COMPLETED,,,,,,,,
204,BOTANY,Cell : The unit of life,ANJU.K,2026,OFFLINE,MAH,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
205,BOTANY,Cell Cycle and Cell Division,ANJU.K,2026,OFFLINE,ZAV,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
206,BOTANY,Cell Cycle and Cell Division,ANJU.K,2026,OFFLINE,ZAV,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
207,CHEMISTRY,Chemical and Ionic Equilibrium,ANJU.K,2026,OFFLINE,ZDY,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
208,CHEMISTRY,Chemical and Ionic Equilibrium,ANJU.K,2026,OFFLINE,ZDY,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
209,CHEMISTRY,Chemical and Ionic Equilibrium,ANJU.K,2026,OFFLINE,ZDY,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
210,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,ANJU.K,2026,OFFLINE,BDK,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
211,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,ANJU.K,2026,OFFLINE,BDK,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
212,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,ANJU.K,2026,OFFLINE,BDK,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
213,CHEMISTRY,Chemical Kinetics,ANJU.K,2026,OFFLINE,ZAD,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
214,CHEMISTRY,Chemical Kinetics,ANJU.K,2026,OFFLINE,ZAD,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
215,MATHS,Circles,ANJU.K,2026,OFFLINE,BBW,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
216,MATHS,Circles,ANJU.K,2026,OFFLINE,BBW,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
217,MATHS,Complex Numbers,ANJU.K,2026,OFFLINE,CCU,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
218,MATHS,Complex Numbers,ANJU.K,2026,OFFLINE,CCU,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
219,MATHS,Complex Numbers,ANJU.K,2026,OFFLINE,CCU,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
220,MATHS,Conic Section,ANJU.K,2026,OFFLINE,CCL,,BATCH10,23-02-2025,19,15,4,COMPLETED,,,,,,,,
221,MATHS,Conic Section,ANJU.K,2026,OFFLINE,CCL,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
222,MATHS,"Continuity, Differentiability and Derivatives",ANJU.K,2026,OFFLINE,CCY,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
223,MATHS,"Continuity, Differentiability and Derivatives",ANJU.K,2026,OFFLINE,CCY,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
224,MATHS,"Continuity, Differentiability and Derivatives",ANJU.K,2026,OFFLINE,CCY,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
225,CHEMISTRY,Coordination Compounds and Organometallics,ANJU.K,2026,OFFLINE,BAD,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
226,CHEMISTRY,Coordination Compounds and Organometallics,ANJU.K,2026,OFFLINE,BAD,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
227,MATHS,Differential Equations,ANJU.K,2026,OFFLINE,PDL,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
228,MATHS,Differential Equations,ANJU.K,2026,OFFLINE,PDL,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
229,MATHS,Differential Equations,ANJU.K,2026,OFFLINE,PDL,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
230,PHYSICS,Dual Nature of Matter and Radiation,ANJU.K,2026,OFFLINE,CAI,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
231,PHYSICS,Dual Nature of Matter and Radiation,ANJU.K,2026,OFFLINE,CAI,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
232,PHYSICS,Dual Nature of Matter and Radiation,ANJU.K,2026,OFFLINE,CAI,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
233,BOTANY,Ecosystem,ANJU.K,2026,OFFLINE,CBX,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
234,BOTANY,Ecosystem,ANJU.K,2026,OFFLINE,CBX,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
235,BOTANY,Ecosystem,ANJU.K,2026,OFFLINE,CBX,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
236,CHEMISTRY,Electrochemistry,ANJU.K,2026,OFFLINE,BDP,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
237,CHEMISTRY,Electrochemistry,ANJU.K,2026,OFFLINE,BDP,,BATCH10,23-02-2025,24,18,6,COMPLETED,,,,,,,,
238,PHYSICS,Electromagnetic Waves,ANJU.K,2026,OFFLINE,CDU,,BATCH10,23-02-2025,5,5,0,COMPLETED,,,,,,,,
239,PHYSICS,Electromagnetic Waves,ANJU.K,2026,OFFLINE,CDU,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
240,PHYSICS,Electrostatics,ANJU.K,2026,OFFLINE,CDH,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
241,PHYSICS,Electrostatics,ANJU.K,2026,OFFLINE,CDH,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
242,ZOOLOGY,Evolution,ANJU.K,2026,OFFLINE,ZBS,,BATCH10,23-02-2025,24,18,6,COMPLETED,,,,,,,,
243,ZOOLOGY,Evolution,ANJU.K,2026,OFFLINE,ZBS,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
244,PHYSICS,Gravitation,ANJU.K,2026,OFFLINE,PAS,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
245,PHYSICS,Gravitation,ANJU.K,2026,OFFLINE,PAS,,BATCH10,23-02-2025,19,15,4,COMPLETED,,,,,,,,
246,PHYSICS,Gravitation,ANJU.K,2026,OFFLINE,PAS,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
247,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,ANJU.K,2026,OFFLINE,CAR,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
248,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,ANJU.K,2026,OFFLINE,CAR,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
249,ZOOLOGY,Human Reproduction,ANJU.K,2026,OFFLINE,PCP,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
250,ZOOLOGY,Human Reproduction,ANJU.K,2026,OFFLINE,PCP,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
251,ZOOLOGY,Human Reproduction,ANJU.K,2026,OFFLINE,PCP,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
252,CHEMISTRY,Hydrocarbons,ANJU.K,2026,OFFLINE,ZDP,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
253,CHEMISTRY,Hydrocarbons,ANJU.K,2026,OFFLINE,ZDP,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
254,PHYSICS,Laws of Motion,ANJU.K,2026,OFFLINE,PBB,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
255,PHYSICS,Laws of Motion,ANJU.K,2026,OFFLINE,PBB,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
256,PHYSICS,Laws of Motion,ANJU.K,2026,OFFLINE,PBB,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
257,MATHS,Linear Inequations and Inequalities,ANJU.K,2026,OFFLINE,PCT,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
258,MATHS,Linear Inequations and Inequalities,ANJU.K,2026,OFFLINE,PCT,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
259,MATHS,Linear Programming,ANJU.K,2026,OFFLINE,ZCP,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
260,MATHS,Linear Programming,ANJU.K,2026,OFFLINE,ZCP,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
261,ZOOLOGY,Locomotion and Movement,ANJU.K,2026,OFFLINE,CCC,,BATCH10,23-02-2025,19,15,4,COMPLETED,,,,,,,,
262,ZOOLOGY,Locomotion and Movement,ANJU.K,2026,OFFLINE,CCC,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
263,ZOOLOGY,Locomotion and Movement,ANJU.K,2026,OFFLINE,CCC,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
264,PHYSICS,Magnetism and Matter,ANJU.K,2026,OFFLINE,PAI,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
265,PHYSICS,Magnetism and Matter,ANJU.K,2026,OFFLINE,PAI,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
266,MATHS,Matrices and Determinants,ANJU.K,2026,OFFLINE,PCY,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
267,MATHS,Matrices and Determinants,ANJU.K,2026,OFFLINE,PCY,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
268,PHYSICS,Mechanical Properties of Solids & Fluids,ANJU.K,2026,OFFLINE,MCF,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
269,PHYSICS,Mechanical Properties of Solids & Fluids,ANJU.K,2026,OFFLINE,MCF,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
270,ZOOLOGY,Microbes in Human Welfare,ANJU.K,2026,OFFLINE,BBS,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
271,ZOOLOGY,Microbes in Human Welfare,ANJU.K,2026,OFFLINE,BBS,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
272,ZOOLOGY,Microbes in Human Welfare,ANJU.K,2026,OFFLINE,BBS,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
273,ZOOLOGY,Molecular Basis of Inheritance,ANJU.K,2026,OFFLINE,MBE,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
274,ZOOLOGY,Molecular Basis of Inheritance,ANJU.K,2026,OFFLINE,MBE,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
275,ZOOLOGY,Molecular Basis of Inheritance,ANJU.K,2026,OFFLINE,MBE,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
276,BOTANY,Morphology of Flowering Plants,ANJU.K,2026,OFFLINE,BAH,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
277,BOTANY,Morphology of Flowering Plants,ANJU.K,2026,OFFLINE,BAH,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
278,PHYSICS,Motion in a Straight Line,ANJU.K,2026,OFFLINE,CDD,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
279,PHYSICS,Motion in a Straight Line,ANJU.K,2026,OFFLINE,CDD,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
280,PHYSICS,Moving Charges and Magnetism,ANJU.K,2026,OFFLINE,ZDH,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
281,PHYSICS,Moving Charges and Magnetism,ANJU.K,2026,OFFLINE,ZDH,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
282,ZOOLOGY,Neural Control and Coordination,ANJU.K,2026,OFFLINE,MAQ,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
283,ZOOLOGY,Neural Control and Coordination,ANJU.K,2026,OFFLINE,MAQ,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
284,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),ANJU.K,2026,OFFLINE,BDC,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
285,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),ANJU.K,2026,OFFLINE,BDC,,BATCH10,23-02-2025,24,18,6,COMPLETED,,,,,,,,
286,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),ANJU.K,2026,OFFLINE,ZAM,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
287,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),ANJU.K,2026,OFFLINE,ZAM,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
288,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),ANJU.K,2026,OFFLINE,ZAM,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
289,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),ANJU.K,2026,OFFLINE,MDC,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
290,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),ANJU.K,2026,OFFLINE,MDC,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
291,BOTANY,Organism and Population,ANJU.K,2026,OFFLINE,BAM,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
292,BOTANY,Organism and Population,ANJU.K,2026,OFFLINE,BAM,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
293,PHYSICS,Oscillations,ANJU.K,2026,OFFLINE,CAE,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
294,PHYSICS,Oscillations,ANJU.K,2026,OFFLINE,CAE,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
295,PHYSICS,Oscillations,ANJU.K,2026,OFFLINE,CAE,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
296,MATHS,"Permutation, Combination and Binomial Theorem",ANJU.K,2026,OFFLINE,MBI,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
297,MATHS,"Permutation, Combination and Binomial Theorem",ANJU.K,2026,OFFLINE,MBI,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
298,PHYSICS,"Physical World, Units and Measurements",ANJU.K,2026,OFFLINE,PBK,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
299,PHYSICS,"Physical World, Units and Measurements",ANJU.K,2026,OFFLINE,PBK,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
300,PHYSICS,"Physical World, Units and Measurements",ANJU.K,2026,OFFLINE,PBK,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
301,BOTANY,Plant Growth and Development,ANJU.K,2026,OFFLINE,CBJ,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
302,BOTANY,Plant Growth and Development,ANJU.K,2026,OFFLINE,CBJ,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
303,BOTANY,Plant Kingdom,ANJU.K,2026,OFFLINE,MDT,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
304,BOTANY,Plant Kingdom,ANJU.K,2026,OFFLINE,MDT,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
305,BOTANY,Plant Kingdom,ANJU.K,2026,OFFLINE,MDT,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
306,CHEMISTRY,Practical Chemistry,ANJU.K,2026,OFFLINE,BDT,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
307,CHEMISTRY,Practical Chemistry,ANJU.K,2026,OFFLINE,BDT,,BATCH10,23-02-2025,26,19,7,COMPLETED,,,,,,,,
308,MATHS,Quadratic Equation,ANJU.K,2026,OFFLINE,BBJ,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
309,MATHS,Quadratic Equation,ANJU.K,2026,OFFLINE,BBJ,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
310,PHYSICS,Ray Optics & Optical Instruments,ANJU.K,2026,OFFLINE,MCK,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
311,PHYSICS,Ray Optics & Optical Instruments,ANJU.K,2026,OFFLINE,MCK,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
312,CHEMISTRY,Redox Reaction,ANJU.K,2026,OFFLINE,CDZ,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
313,CHEMISTRY,Redox Reaction,ANJU.K,2026,OFFLINE,CDZ,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
314,ZOOLOGY,Reproductive Health,ANJU.K,2026,OFFLINE,BBE,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
315,ZOOLOGY,Reproductive Health,ANJU.K,2026,OFFLINE,BBE,,BATCH10,23-02-2025,5,5,0,COMPLETED,,,,,,,,
316,BOTANY,Respiration in Plants,ANJU.K,2026,OFFLINE,BAV,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
317,BOTANY,Respiration in Plants,ANJU.K,2026,OFFLINE,BAV,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
318,BOTANY,Respiration in Plants,ANJU.K,2026,OFFLINE,BAV,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
319,MATHS,Sequences and Series,ANJU.K,2026,OFFLINE,ZBX,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
320,MATHS,Sequences and Series,ANJU.K,2026,OFFLINE,ZBX,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
321,CHEMISTRY,Solutions,ANJU.K,2026,OFFLINE,CBA,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
322,CHEMISTRY,Solutions,ANJU.K,2026,OFFLINE,CBA,,BATCH10,23-02-2025,31,21,10,COMPLETED,,,,,,,,
323,CHEMISTRY,Solutions,ANJU.K,2026,OFFLINE,CBA,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
324,CHEMISTRY,Some Basic Concepts of Chemistry,ANJU.K,2026,OFFLINE,MCX,,BATCH10,23-02-2025,7,7,0,COMPLETED,,,,,,,,
325,CHEMISTRY,Some Basic Concepts of Chemistry,ANJU.K,2026,OFFLINE,MCX,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
326,CHEMISTRY,Some Basic Concepts of Chemistry,ANJU.K,2026,OFFLINE,MCX,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
327,ZOOLOGY,Structural organisation in Animals Animal Tissue,ANJU.K,2026,OFFLINE,BBA,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
328,ZOOLOGY,Structural organisation in Animals Animal Tissue,ANJU.K,2026,OFFLINE,BBA,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
329,ZOOLOGY,Structural organisation in Animals Morphology of Animals,ANJU.K,2026,OFFLINE,CBO,,BATCH10,23-02-2025,21,17,4,COMPLETED,,,,,,,,
330,ZOOLOGY,Structural organisation in Animals Morphology of Animals,ANJU.K,2026,OFFLINE,CBO,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
331,CHEMISTRY,Structure of Atoms,ANJU.K,2026,OFFLINE,ZDM,,BATCH10,23-02-2025,12,11,1,COMPLETED,,,,,,,,
332,CHEMISTRY,Structure of Atoms,ANJU.K,2026,OFFLINE,ZDM,,BATCH10,23-02-2025,19,15,4,COMPLETED,,,,,,,,
333,PHYSICS,System of Particles and Rigid Body Rotation,ANJU.K,2026,OFFLINE,BCF,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
334,PHYSICS,System of Particles and Rigid Body Rotation,ANJU.K,2026,OFFLINE,BCF,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
335,ZOOLOGY,The Living World,ANJU.K,2026,OFFLINE,MAM,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
336,ZOOLOGY,The Living World,ANJU.K,2026,OFFLINE,MAM,,BATCH10,23-02-2025,10,9,1,COMPLETED,,,,,,,,
337,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),ANJU.K,2026,OFFLINE,CAN,,BATCH10,23-02-2025,9,8,1,COMPLETED,,,,,,,,
338,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),ANJU.K,2026,OFFLINE,CAN,,BATCH10,23-02-2025,17,14,3,COMPLETED,,,,,,,,
339,MATHS,Theory of Probability,ANJU.K,2026,OFFLINE,PBT,,BATCH10,23-02-2025,14,12,2,COMPLETED,,,,,,,,
340,MATHS,Theory of Probability,ANJU.K,2026,OFFLINE,PBT,,BATCH10,23-02-2025,15,13,2,COMPLETED,,,,,,,,
